transitNr;orderNr;driverName;customerName;transitType;transitTypeShort;Status;countAllOrders;statusGreater30min;statusSerialSet;statusDateTime;statusHrsMin;distanceKm;statusGreater1km;DivisionCity;statusDate;remarks;latCust;lonCust;latApp;lonApp
T997808560;250927356;Stanley French;Customer 1126;delivery;D;delivered;13;;;18.11.2020 08:17;08:00;0,1;;Warsaw;18.11.2020;;52.11735916;20.60401535;52.118161;20.6034491
T997808560;250750114;Stanley French;Customer 2037;delivery;D;delivered;13;1;;18.11.2020 10:09;10:00;0,03;1;Warsaw;18.11.2020;;51.89294434;20.43494797;51.8927426;20.4352152
T997808560;250451728;Stanley French;Customer 5082;delivery;D;delivered;13;1;1;18.11.2020 07:52;07:30;0,11;1;Warsaw;18.11.2020;;52.13998413;20.66209793;52.1397127;20.6636625
T997808560;250272323;Stanley French;Customer 5378;delivery;D;delivered;13;1;;18.11.2020 13:10;13:00;10,66;1;Warsaw;18.11.2020;;51.69160843;20.52699661;51.6686802;20.3773502
T996691085;250233173; Keith Carson;Customer 4943;delivery;D;delivered;9;;1;18.11.2020 11:03;11:00;2,49;1;Warsaw;18.11.2020;;52.19652939;20.41424942;52.2036931;20.3797725
T992667256;250921006; Matthew Buchanan;Customer 2459;delivery;D;delivered;9;1;;18.11.2020 13:42;13:30;0,07;;Warsaw;18.11.2020;;52.20330066;20.8771727;52.2038598;20.8777795
T992667256;250235224; Matthew Buchanan;Customer 3923;delivery;D;delivered;9;1;;18.11.2020 13:03;13:00;0,08;1;Warsaw;18.11.2020;;52.19103241;20.89793396;52.1908317;20.8990198
T992667256;250470193; Matthew Buchanan;Customer 2603;delivery;D;delivered;9;;;18.11.2020 10:35;10:30;0,01;1;Warsaw;18.11.2020;;52.18278885;20.92210007;52.1826912;20.9221409
T992667256;250658107; Matthew Buchanan;Customer 4549;delivery;D;delivered;9;1;1;18.11.2020 11:50;11:30;0,08;1;Warsaw;18.11.2020;;52.20618439;20.93768311;52.2061661;20.9365011
T992667256;250351007; Matthew Buchanan;Customer 3017;delivery;D;delivered;9;1;1;18.11.2020 09:57;09:30;0,03;;Warsaw;18.11.2020;;52.18054581;20.91232681;52.1807555;20.9126748
T992667256;250287781; Matthew Buchanan;Customer 2532;delivery;D;delivered;9;1;;18.11.2020 11:26;11:00;2,08;1;Warsaw;18.11.2020;;52.19642258;20.92816162;52.2090966;20.9505601
T992667256;250996240; Matthew Buchanan;Customer 5256;delivery;D;delivered;9;1;;18.11.2020 12:12;12:00;0,01;;Warsaw;18.11.2020;;52.21394348;20.91696548;52.2140681;20.9169793
T992667256;250490299; Matthew Buchanan;Customer 4895;delivery;D;delivered;9;1;;18.11.2020 11:26;11:00;3,17;;Warsaw;18.11.2020;;52.18336374;20.93177814;52.2093605;20.9509093
T992667256;250646096; Matthew Buchanan;Customer 3235;delivery;D;delivered;9;;;18.11.2020 13:27;13:00;0,21;1;Warsaw;18.11.2020;;52.2042923;20.87872314;52.2050678;20.8759226
T998993077;250379197; Leslie Ray;Customer 719;delivery;D;delivered;14;1;;18.11.2020 13:17;13:00;1,46;;Warsaw;18.11.2020;;52.34246826;20.88216019;52.3295204;20.886004
T998993077;250313805; Leslie Ray;Customer 2987;delivery;D;delivered;14;1;1;18.11.2020 13:39;13:30;0,02;;Warsaw;18.11.2020;;52.34199142;20.8825798;52.3421951;20.8825055
T998993077;250927758; Leslie Ray;Customer 4530;delivery;D;delivered;14;1;1;18.11.2020 15:29;15:00;2,79;;Warsaw;18.11.2020;;52.42692566;20.76245117;52.4182581;20.7240375
T998993077;250179296; Leslie Ray;Customer 3145;delivery;D;delivered;14;;1;18.11.2020 14:25;14:00;0,11;1;Warsaw;18.11.2020;;52.37908936;20.78873825;52.3792094;20.7871417
T998993077;250285114; Leslie Ray;Customer 1309;delivery;D;delivered;14;;1;18.11.2020 12:35;12:30;1,68;1;Warsaw;18.11.2020;;52.33152161;20.89212304;52.3386005;20.8704034
T998993077;250763216; Leslie Ray;Customer 1197;delivery;D;delivered;14;1;1;18.11.2020 17:53;17:30;0,05;;Warsaw;18.11.2020;;52.3339119;20.89455032;52.3338642;20.8937624
T998993077;250624096; Leslie Ray;Customer 4300;delivery;D;delivered;14;;;18.11.2020 12:11;12:00;10,6;1;Warsaw;18.11.2020;;52.34186172;20.89068985;52.2508082;20.8452689
T998993077;250581483; Leslie Ray;Customer 2282;delivery;D;delivered;14;1;;18.11.2020 16:17;16:00;10,24;1;Warsaw;18.11.2020;;52.46949005;20.62699509;52.4258643;20.7595546
T998993077;250825688; Leslie Ray;Customer 3826;delivery;D;delivered;14;;;18.11.2020 10:13;10:00;0,06;1;Warsaw;18.11.2020;;52.22281265;20.93946838;52.2224228;20.939998
T998993077;250391224; Leslie Ray;Customer 305;delivery;D;delivered;14;;;18.11.2020 14:54;14:30;0,16;1;Warsaw;18.11.2020;;52.41762543;20.72267532;52.4172117;20.720413
T998993077;250211615; Leslie Ray;Customer 719;delivery;D;delivered;14;;;18.11.2020 13:17;13:00;1,46;1;Warsaw;18.11.2020;;52.34246826;20.88216019;52.3295204;20.886004
T998993077;250645935; Leslie Ray;Customer 1040;delivery;D;delivered;14;1;;18.11.2020 10:52;10:30;0,94;1;Warsaw;18.11.2020;;52.23798752;20.91611481;52.2383384;20.9299359
T998993077;250900995; Leslie Ray;Customer 243;delivery;D;delivered;14;1;;18.11.2020 12:57;12:30;0,02;1;Warsaw;18.11.2020;;52.32956314;20.88625336;52.329523;20.8859316
T998993077;250956248; Leslie Ray;Customer 4064;delivery;D;delivered;14;;1;18.11.2020 14:08;14:00;0,22;1;Warsaw;18.11.2020;;52.35720062;20.86033249;52.3590751;20.8593252
T998529817;250362277; Ronald Mack;Customer 3896;delivery;D;delivered;13;1;;18.11.2020 11:18;11:00;0,01;1;Warsaw;18.11.2020;;52.07068634;21.05628204;52.0706287;21.0564621
T998529817;250220423; Ronald Mack;Customer 2361;delivery;D;delivered;13;1;1;18.11.2020 13:47;13:30;0,17;1;Warsaw;18.11.2020;;52.00464249;21.04527283;52.0044291;21.0428338
T998529817;250264550; Ronald Mack;Customer 220;delivery;D;delivered;13;;1;18.11.2020 13:18;13:00;2,73;1;Warsaw;18.11.2020;;51.96957016;21.17458725;51.9695821;21.1348277
T998529817;250558379; Ronald Mack;Customer 5040;delivery;D;delivered;13;1;1;18.11.2020 12:52;12:30;0,23;1;Warsaw;18.11.2020;;51.99443054;21.1736908;51.9925087;21.1747264
T998529817;250775529; Ronald Mack;Customer 2539;delivery;D;delivered;13;1;;18.11.2020 11:28;11:00;1,8;1;Warsaw;18.11.2020;;52.06925964;21.02729416;52.0692356;21.0535543
T998529817;250744887; Ronald Mack;Customer 1644;delivery;D;delivered;13;1;1;18.11.2020 10:35;10:30;0,48;;Warsaw;18.11.2020;;52.09704222;20.92458983;52.1012412;20.9260804
T998529817;250996274; Ronald Mack;Customer 2039;delivery;D;delivered;13;;;18.11.2020 12:38;12:30;0,08;;Warsaw;18.11.2020;;52.01281357;21.12963867;52.012914;21.1285532
T998529817;250828599; Ronald Mack;Customer 859;delivery;D;delivered;13;1;1;18.11.2020 13:01;13:00;5,27;;Warsaw;18.11.2020;;52.02405468;21.13583184;51.9919568;21.1922861
T998529817;250505021; Ronald Mack;Customer 3249;delivery;D;not delivered;13;1;1;18.11.2020 13:00;12:30;7,79;1;Warsaw;18.11.2020;;51.92651367;21.23274994;51.9919105;21.1924014
T998529817;250757985; Ronald Mack;Customer 2624;delivery;D;delivered;13;1;;18.11.2020 11:53;11:30;0,02;1;Warsaw;18.11.2020;;52.04881287;21.11379242;52.0487078;21.1135599
T998529817;250689268; Ronald Mack;Customer 1335;delivery;D;delivered;13;;1;18.11.2020 12:26;12:00;0,69;;Warsaw;18.11.2020;;52.03424072;21.1295929;52.0282565;21.1320361
T998529817;250653738; Ronald Mack;Customer 2964;delivery;D;delivered;13;;1;18.11.2020 13:57;13:30;0,03;;Warsaw;18.11.2020;;52.01659012;21.0439682;52.0163806;21.0442108
T998529817;250839710; Ronald Mack;Customer 3183;delivery;D;delivered;13;1;;18.11.2020 10:50;10:30;0,21;;Warsaw;18.11.2020;;52.08981323;20.94192123;52.0886863;20.9443612
T993186196;250862693; Nick Powers;Customer 4838;delivery;D;delivered;15;;;18.11.2020 12:07;12:00;0,11;;Warsaw;18.11.2020;;52.23011398;20.98592377;52.230196;20.9875942
T993186196;250639372; Nick Powers;Customer 4621;delivery;D;delivered;15;1;1;18.11.2020 10:41;10:30;0,03;;Warsaw;18.11.2020;;52.22914886;21.0184021;52.2291521;21.0187914
T993186196;250916311; Nick Powers;Customer 2275;delivery;D;delivered;15;;1;18.11.2020 10:12;10:00;0,05;1;Warsaw;18.11.2020;;52.21858978;21.0086174;52.2182834;21.0081752
T993186196;250978185; Nick Powers;Customer 982;delivery;D;delivered;15;;1;18.11.2020 10:28;10:00;0,01;;Warsaw;18.11.2020;;52.21729279;21.00139236;52.2172408;21.0013831
T993186196;250982224; Nick Powers;Customer 1582;delivery;D;delivered;15;1;;18.11.2020 11:03;11:00;0,05;1;Warsaw;18.11.2020;;52.24216843;21.02408981;52.2418463;21.0235706
T993186196;250418919; Nick Powers;Customer 544;delivery;D;delivered;15;1;;18.11.2020 10:48;10:30;0,03;;Warsaw;18.11.2020;;52.22932053;21.0146637;52.2294185;21.0151437
T991481059;250429289;Malcolm Maxwell;Customer 1062;delivery;D;delivered;14;1;;18.11.2020 11:28;11:00;0,14;1;Warsaw;18.11.2020;;52.20244217;20.9330864;52.2036705;20.9328838
T991481059;250884590;Malcolm Maxwell;Customer 1169;delivery;D;delivered;14;;1;18.11.2020 12:08;12:00;0,12;;Warsaw;18.11.2020;;52.21298981;20.95968628;52.2123071;20.9583433
T991481059;250555784;Malcolm Maxwell;Customer 3075;delivery;D;delivered;14;;;18.11.2020 11:52;11:30;0,21;1;Warsaw;18.11.2020;;52.21881012;20.98019922;52.2189093;20.9770993
T991481059;250583638;Malcolm Maxwell;Customer 359;delivery;D;delivered;14;;;18.11.2020 10:50;10:30;0,08;;Warsaw;18.11.2020;;52.18874359;20.94589615;52.1894227;20.9458368
T991481059;250924599;Malcolm Maxwell;Customer 290;delivery;D;delivered;14;;1;18.11.2020 14:03;14:00;0,18;1;Warsaw;18.11.2020;;52.20563126;20.87949371;52.2043288;20.8810013
T991481059;250704810;Malcolm Maxwell;Customer 3412;delivery;D;delivered;14;1;1;18.11.2020 12:31;12:30;0,16;;Warsaw;18.11.2020;;52.21305847;20.95511246;52.2140414;20.9568507
T991481059;250210711;Malcolm Maxwell;Customer 860;delivery;D;delivered;14;1;;18.11.2020 11:44;11:30;0,23;1;Warsaw;18.11.2020;;52.22137451;20.97467041;52.2211394;20.9780708
T991481059;250936893;Malcolm Maxwell;Customer 1909;delivery;D;delivered;14;1;1;18.11.2020 11:04;11:00;0,45;1;Warsaw;18.11.2020;;52.19257355;20.95022202;52.1947041;20.9445661
T991481059;250484693;Malcolm Maxwell;Customer 783;delivery;D;delivered;14;1;1;18.11.2020 10:36;10:30;0,11;;Warsaw;18.11.2020;;52.19017029;20.9280014;52.1898551;20.929529
T991481059;250244555;Malcolm Maxwell;Customer 3682;delivery;D;delivered;14;1;;18.11.2020 12:31;12:30;0,16;;Warsaw;18.11.2020;;52.21305847;20.95511246;52.2140414;20.9568507
T991481059;250931820;Malcolm Maxwell;Customer 3311;delivery;D;delivered;14;;;18.11.2020 12:31;12:30;0,16;1;Warsaw;18.11.2020;;52.21305847;20.95511246;52.2140414;20.9568507
T991481059;250767130;Malcolm Maxwell;Customer 3385;delivery;D;delivered;14;1;;18.11.2020 12:31;12:30;0,16;;Warsaw;18.11.2020;;52.21305847;20.95511246;52.2140414;20.9568507
T991481059;250670258;Malcolm Maxwell;Customer 3385;delivery;D;delivered;14;1;1;18.11.2020 12:31;12:30;0,16;;Warsaw;18.11.2020;;52.21305847;20.95511246;52.2140414;20.9568507
T991481059;250433626;Malcolm Maxwell;Customer 5307;delivery;D;delivered;14;;;18.11.2020 10:28;10:00;0,01;;Warsaw;18.11.2020;;52.1795578;20.91946793;52.1794387;20.9193905
T999072669;250907670;Gilberto Hicks;Customer 5111;delivery;D;delivered;14;1;1;18.11.2020 18:41;18:30;20,88;;Warsaw;18.11.2020;;52.13207626;20.75789642;52.1375216;21.0627454
T992125929;250836231;Anthony Turner;Customer 2616;delivery;D;delivered;8;;1;18.11.2020 11:05;11:00;0,15;;Warsaw;18.11.2020;;52.20172501;20.95786667;52.20037121;20.95832414
T992125929;250544672;Anthony Turner;Customer 2066;delivery;D;delivered;8;1;;18.11.2020 08:54;08:30;0,11;1;Warsaw;18.11.2020;;52.1572;20.98336;52.15636822;20.98426725
T992125929;250245148;Anthony Turner;Customer 3327;delivery;D;delivered;8;1;1;18.11.2020 10:01;10:00;0,26;;Warsaw;18.11.2020;;52.17102432;20.93543625;52.16929228;20.93295048
T994318956;250308445; Roberto Taylor;Customer 1555;delivery;D;delivered;12;1;;18.11.2020 14:54;14:30;0,03;;Katowice;18.11.2020;;50.81862259;19.1264267;50.8184639;19.1267319
T994318956;250647049; Roberto Taylor;Customer 4502;delivery;D;delivered;12;1;;18.11.2020 11:33;11:30;0,02;;Katowice;18.11.2020;;50.77178192;19.6802063;50.7718423;19.6799432
T994318956;250661941; Roberto Taylor;Customer 2391;delivery;D;delivered;12;;;18.11.2020 13:21;13:00;0,09;1;Katowice;18.11.2020;;50.96508026;19.27260208;50.9644471;19.2733796
T994318956;250806919; Roberto Taylor;Customer 3138;delivery;D;delivered;12;;;18.11.2020 10:56;10:30;0,07;1;Katowice;18.11.2020;;50.55519104;19.5741272;50.555371;19.5751226
T994318956;250325616; Roberto Taylor;Customer 91;delivery;D;delivered;12;1;;18.11.2020 14:04;14:00;0,15;1;Katowice;18.11.2020;;50.88980865;19.22426605;50.8888135;19.225787
T994318956;250304667; Roberto Taylor;Customer 4555;pickup;P;delivered;12;1;;18.11.2020 14:45;14:30;0,04;1;Katowice;18.11.2020;;50.82008362;19.13130188;50.8197834;19.1316728
T994318956;250688776; Roberto Taylor;Customer 2738;delivery;D;delivered;12;;;18.11.2020 12:43;12:30;0,06;;Katowice;18.11.2020;;50.84566498;19.37593079;50.8458861;19.3752287
T994318956;250204010; Roberto Taylor;Customer 599;delivery;D;delivered;12;1;1;18.11.2020 11:45;11:30;0,01;;Katowice;18.11.2020;;50.7814827;19.66095352;50.7813741;19.6609221
T994318956;250594300; Roberto Taylor;Customer 5295;delivery;D;delivered;12;1;1;18.11.2020 10:15;10:00;0,03;;Katowice;18.11.2020;;50.46737289;19.69034576;50.467081;19.6902116
T994318956;250811866; Roberto Taylor;Customer 1668;delivery;D;delivered;12;;1;18.11.2020 14:34;14:30;4,53;;Katowice;18.11.2020;;50.80768204;19.11948013;50.8395776;19.1595084
T994318956;250405332; Roberto Taylor;Customer 1668;delivery;D;delivered;12;;;18.11.2020 14:34;14:30;4,53;;Katowice;18.11.2020;;50.80768204;19.11948013;50.8395776;19.1595084
T994318956;250180821; Roberto Taylor;Customer 301;delivery;D;delivered;12;1;;18.11.2020 14:22;14:00;0,04;1;Katowice;18.11.2020;;50.85804367;19.21717834;50.8578749;19.2166509
T994250419;250810288;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;1;;18.11.2020 12:30;12:30;1,95;;Katowice;18.11.2020;;50.81861115;19.15416718;50.812751;19.1280884
T994250419;250449876;Eduardo Wilson;Customer 4837;pickup;P;delivered;15;1;1;18.11.2020 12:49;12:30;0,06;;Katowice;18.11.2020;;50.80748749;19.12425995;50.8069602;19.1239091
T994250419;250724623;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;;;18.11.2020 12:11;12:00;1,89;;Katowice;18.11.2020;;50.81861115;19.15416718;50.8030377;19.1648075
T994250419;250631431;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;1;1;18.11.2020 12:11;12:00;1,89;;Katowice;18.11.2020;;50.81861115;19.15416718;50.8030377;19.1648075
T994250419;250418052;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;1;;18.11.2020 12:11;12:00;1,89;;Katowice;18.11.2020;;50.81861115;19.15416718;50.8030377;19.1648075
T994250419;250605403;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;;;18.11.2020 12:11;12:00;1,89;;Katowice;18.11.2020;;50.81861115;19.15416718;50.8030377;19.1648075
T994250419;250658052;Eduardo Wilson;Customer 4560;pickup;P;delivered;15;;;18.11.2020 12:11;12:00;1,89;;Katowice;18.11.2020;;50.81861115;19.15416718;50.8030377;19.1648075
T994250419;250529907;Eduardo Wilson;Customer 5285;delivery;D;delivered;15;1;;18.11.2020 11:11;11:00;8,85;;Katowice;18.11.2020;;50.70898056;19.08512115;50.7841544;19.1259801
T994250419;250621788;Eduardo Wilson;Customer 5498;delivery;D;delivered;15;1;;18.11.2020 11:59;11:30;1,89;;Katowice;18.11.2020;;50.79054862;19.17954792;50.8015229;19.1590634
T994250419;250766835;Eduardo Wilson;Customer 3973;delivery;D;delivered;15;1;;18.11.2020 08:39;08:30;0,64;;Katowice;18.11.2020;;50.47439723;19.22138854;50.4793179;19.226086
T994250419;250322082;Eduardo Wilson;Customer 3964;delivery;D;delivered;15;;1;18.11.2020 09:51;09:30;1,44;;Katowice;18.11.2020;;50.79184723;19.13117218;50.786451;19.1126175
T994250419;250227170;Eduardo Wilson;Customer 2026;delivery;D;delivered;15;1;1;18.11.2020 11:10;11:00;0,65;;Katowice;18.11.2020;;50.78696442;19.13367462;50.7843347;19.125441
T994250419;250646019;Eduardo Wilson;Customer 4285;delivery;D;delivered;15;1;;18.11.2020 11:09;11:00;0,04;;Katowice;18.11.2020;;50.78451538;19.12586212;50.7843414;19.1254388
T994250419;250867712;Eduardo Wilson;Customer 4381;delivery;D;delivered;15;1;1;18.11.2020 09:51;09:30;9,28;;Katowice;18.11.2020;;50.70555115;19.14479446;50.7864464;19.1126177
T994250419;250465352;Eduardo Wilson;Customer 4205;delivery;D;delivered;15;;;18.11.2020 11:59;11:30;1,3;1;Katowice;18.11.2020;;50.79068756;19.15168762;50.8011047;19.1599449
T998565284;250504838; Moses Gordon;Customer 642;pickup;P;delivered;18;;1;18.11.2020 12:32;12:30;5,04;1;Katowice;18.11.2020;;50.83651352;19.07511139;50.7981384;19.1130798
T998565284;250305007; Moses Gordon;Customer 2706;delivery;D;delivered;18;1;;18.11.2020 07:57;07:30;4,98;;Katowice;18.11.2020;;50.72761154;19.00902557;50.7593219;18.9592978
T998565284;250883521; Moses Gordon;Customer 880;delivery;D;delivered;18;1;;18.11.2020 08:42;08:30;0,47;;Katowice;18.11.2020;;50.77121735;19.06055069;50.7685777;19.0554296
T995090010;250892365; Adrian Baker;Customer 3930;delivery;D;not delivered;17;;;18.11.2020 12:37;12:30;70,09;;Katowice;18.11.2020;;51.04810347;18.65705436;50.4495076;18.3469793
T995090010;250613953; Adrian Baker;Customer 127;delivery;D;delivered;17;;;18.11.2020 07:17;07:00;0,41;;Katowice;18.11.2020;;50.91395187;18.37427521;50.9111823;18.3704874
T995090010;250568528; Adrian Baker;Customer 4950;delivery;D;delivered;17;;1;18.11.2020 09:21;09:00;3,52;;Katowice;18.11.2020;;50.67913818;18.21317673;50.6484246;18.2250308
T995090010;250209749; Adrian Baker;Customer 2299;delivery;D;delivered;17;1;1;18.11.2020 11:47;11:30;0,1;;Katowice;18.11.2020;;50.51642227;18.31043243;50.51685474;18.31160259
T995090010;250271610; Adrian Baker;Customer 4324;delivery;D;delivered;17;1;;18.11.2020 12:04;12:00;7,18;;Katowice;18.11.2020;;50.51441624;18.30071225;50.5058987;18.4010843
T995090010;250368307; Adrian Baker;Customer 4329;delivery;D;delivered;17;;;18.11.2020 09:04;09:00;1,09;;Katowice;18.11.2020;;50.67913818;18.21317673;50.6766445;18.1983143
T995090010;250514222; Adrian Baker;Customer 4373;pickup;P;delivered;17;1;1;18.11.2020 13:11;13:00;44,55;;Katowice;18.11.2020;;50.51876831;18.30225754;50.2929668;18.8198826
T995090010;250582418; Adrian Baker;Customer 5640;delivery;D;delivered;17;;;18.11.2020 09:56;09:30;6,08;;Katowice;18.11.2020;;50.5119147;18.29721048;50.5435003;18.2271898
T992750618;250537007; Victor Day;Customer 119;delivery;D;delivered;23;1;;18.11.2020 10:28;10:00;1,19;;Katowice;18.11.2020;;50.01765442;18.49255753;50.012363;18.478188
T992750618;250903758; Victor Day;Customer 5041;pickup;P;delivered;23;1;1;18.11.2020 10:56;10:30;0,11;;Katowice;18.11.2020;;50.02248383;18.44786453;50.0232942;18.4487932
T992750618;250581289; Victor Day;Customer 4954;pickup;P;delivered;23;1;;18.11.2020 10:05;10:00;3,76;;Katowice;18.11.2020;;49.99259186;18.40569305;50.0078597;18.4525158
T992750618;250887676; Victor Day;Customer 3040;delivery;D;delivered;23;;;18.11.2020 09:01;09:00;0,08;;Katowice;18.11.2020;;49.948452;18.55978775;49.9478272;18.5603728
T992750618;250802110; Victor Day;Customer 1036;delivery;D;delivered;23;;1;18.11.2020 10:04;10:00;0,06;;Katowice;18.11.2020;;50.0063858;18.44861603;50.0060417;18.4492393
T992750618;250482863; Victor Day;Customer 2589;delivery;D;delivered;23;;1;18.11.2020 08:45;08:30;0,02;;Katowice;18.11.2020;;49.95033264;18.58574677;49.9504887;18.5857475
T992750618;250640082; Victor Day;Customer 4396;delivery;D;delivered;23;;1;18.11.2020 08:24;08:00;0,06;1;Katowice;18.11.2020;;49.93532944;18.58228683;49.9352638;18.5830657
T992750618;250974852; Victor Day;Customer 2831;delivery;D;delivered;23;1;1;18.11.2020 10:34;10:30;0,01;1;Katowice;18.11.2020;;50.0152359;18.47660446;50.015155;18.476663
T992750618;250306869; Victor Day;Customer 2511;delivery;D;delivered;23;;1;18.11.2020 10:26;10:00;0,63;;Katowice;18.11.2020;;50.01203456;18.48795157;50.0166862;18.4929228
T992750618;250550550; Victor Day;Customer 651;delivery;D;delivered;23;1;1;18.11.2020 09:30;09:30;1,48;1;Katowice;18.11.2020;;50.00265121;18.46473694;49.9903262;18.4726675
T992750618;250614152; Victor Day;Customer 2324;delivery;D;delivered;23;1;1;18.11.2020 07:59;07:30;0,97;;Katowice;18.11.2020;;49.93650055;18.651577;49.9447548;18.6557876
T992750618;250255822; Victor Day;Customer 2323;delivery;D;delivered;23;1;1;18.11.2020 08:02;08:00;0,33;1;Katowice;18.11.2020;;49.93650055;18.651577;49.9364259;18.6469155
T998592672;250891815; Roger Dawson;Customer 766;pickup;P;delivered;24;1;;18.11.2020 15:15;15:00;0;1;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593953;18.5418318
T998592672;250808178; Roger Dawson;Customer 766;pickup;P;delivered;24;1;;18.11.2020 15:15;15:00;0;1;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593953;18.5418318
T998592672;250314847; Roger Dawson;Customer 766;pickup;P;delivered;24;1;1;18.11.2020 15:15;15:00;0;1;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593953;18.5418318
T998592672;250967096; Roger Dawson;Customer 3186;delivery;D;delivered;24;1;1;18.11.2020 11:13;11:00;0,13;1;Katowice;18.11.2020;;50.10810471;18.58157349;50.1070967;18.5805372
T998592672;250718287; Roger Dawson;Customer 766;pickup;P;delivered;24;;;18.11.2020 15:15;15:00;0;1;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593953;18.5418318
T998592672;250656096; Roger Dawson;Customer 1565;delivery;D;delivered;24;1;1;18.11.2020 13:26;13:00;2,71;1;Katowice;18.11.2020;;50.07238007;18.48577118;50.0838532;18.5191037
T998592672;250920252; Roger Dawson;Customer 1565;delivery;D;delivered;24;;1;18.11.2020 13:26;13:00;2,71;;Katowice;18.11.2020;;50.07238007;18.48577118;50.0838532;18.5191037
T998592672;250240310; Roger Dawson;Customer 1307;pickup;P;delivered;24;;1;18.11.2020 14:32;14:30;1,11;1;Katowice;18.11.2020;;50.10810471;18.58155823;50.1019971;18.5693403
T998592672;250489634; Roger Dawson;Customer 766;pickup;P;delivered;24;;1;18.11.2020 15:15;15:00;0;;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593953;18.5418318
T998592672;250928999; Roger Dawson;Customer 766;pickup;P;delivered;24;1;;18.11.2020 15:15;15:00;0,01;;Katowice;18.11.2020;;50.15939331;18.54176331;50.1594302;18.5419049
T998592672;250606133; Roger Dawson;Customer 766;delivery;D;delivered;24;;1;18.11.2020 15:15;15:00;0;1;Katowice;18.11.2020;;50.15939331;18.54176331;50.1593906;18.5418322
T998592672;250582661; Roger Dawson;Customer 3404;delivery;D;delivered;24;1;;18.11.2020 12:10;12:00;0,14;1;Katowice;18.11.2020;;50.09474182;18.56138992;50.0937971;18.5600237
T998592672;250506254; Roger Dawson;Customer 2386;pickup;P;not delivered;24;1;1;18.11.2020 13:29;13:00;0,55;1;Katowice;18.11.2020;;50.08060455;18.52437592;50.0840628;18.5188708
T998592672;250978849; Roger Dawson;Customer 4636;pickup;P;delivered;24;1;1;18.11.2020 14:32;14:30;0,9;1;Katowice;18.11.2020;;50.10771854;18.57845048;50.1020772;18.5693565
T998592672;250677771; Roger Dawson;Customer 2935;delivery;D;delivered;24;;1;18.11.2020 12:41;12:30;0,09;;Katowice;18.11.2020;;50.05729675;18.50026321;50.0565195;18.4997799
T998592672;250359401; Roger Dawson;Customer 1671;delivery;D;delivered;24;1;;18.11.2020 10:45;10:30;1,24;1;Katowice;18.11.2020;;50.14664848;18.67377768;50.1546046;18.6859945
T994259303;250893752; Luther Bailey;Customer 5391;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,18;;Katowice;18.11.2020;;50.30702209;18.93317413;50.3285648;18.9977159
T994259303;250887420; Luther Bailey;Customer 5391;pickup;P;delivered;24;1;;18.11.2020 15:35;15:30;5,18;1;Katowice;18.11.2020;;50.30702209;18.93317413;50.3285648;18.9977159
T995212167;250651226; Garry Henderson;Customer 2587;delivery;D;delivered;17;1;1;18.11.2020 09:31;09:30;0,16;;Katowice;18.11.2020;;50.34064484;19.24173355;50.340597;19.2394538
T995212167;250536400; Garry Henderson;Customer 2587;delivery;D;delivered;17;;;18.11.2020 09:31;09:30;0,16;1;Katowice;18.11.2020;;50.34064484;19.24173355;50.340597;19.2394538
T995212167;250798064; Garry Henderson;Customer 5073;delivery;D;delivered;17;1;1;18.11.2020 12:00;11:30;6,51;1;Katowice;18.11.2020;;50.30236435;19.47968292;50.2805388;19.5644679
T995212167;250722593; Garry Henderson;Customer 4454;delivery;D;delivered;17;1;1;18.11.2020 12:20;12:00;0,1;1;Katowice;18.11.2020;;50.27318131;19.59266353;50.2740288;19.5920782
T995212167;250281372; Garry Henderson;Customer 3884;pickup;P;delivered;17;1;1;18.11.2020 13:18;13:00;3,47;1;Katowice;18.11.2020;;50.27623749;19.56938553;50.2869653;19.5236796
T995212167;250906573; Garry Henderson;Customer 1179;delivery;D;delivered;17;;1;18.11.2020 11:19;11:00;0,04;1;Katowice;18.11.2020;;50.29844284;19.38695526;50.2982959;19.387495
T995212167;250871589; Garry Henderson;Customer 4724;delivery;D;delivered;17;;;18.11.2020 14:38;14:30;2,63;;Katowice;18.11.2020;;50.34449005;19.25501633;50.3296375;19.2262322
T995212167;250546922; Garry Henderson;Customer 5074;delivery;D;delivered;17;;1;18.11.2020 12:00;11:30;6,52;1;Katowice;18.11.2020;;50.30236435;19.47968292;50.2805125;19.5645674
T995212167;250867129; Garry Henderson;Customer 403;pickup;P;delivered;17;;;18.11.2020 14:56;14:30;7,55;;Katowice;18.11.2020;;50.32020569;19.20806885;50.3154473;19.102386
T995212167;250696229; Garry Henderson;Customer 403;pickup;P;delivered;17;;1;18.11.2020 14:56;14:30;7,54;;Katowice;18.11.2020;;50.32020569;19.20806885;50.3153701;19.1024968
