transitNr;orderNr;driverName;customerName;transitType;transitTypeShort;Status;countAllOrders;statusGreater30min;statusSerialSet;statusDateTime;statusHrsMin;distanceKm;statusGreater1km;DivisionCity;latCust;lonCust;latApp;lonApp
T994466019;250333613; Clyde Mcgee;Customer 292;delivery;D;delivered;9;NULL;NULL;18.11.2020 12:35;12:30;0,28;NULL;Opoczno;50,89179753;20,58742256;50,8926492;20,5836494
T993431811;250909709;Rogelio Mathis;Customer 3944;delivery;D;delivered;8;1;1;18.11.2020 11:10;11:00;0,53;NULL;Opoczno;50,94632339;21,40759659;50,9481157;21,4145824
T993431811;250235945;Rogelio Mathis;Customer 2411;delivery;D;delivered;8;1;NULL;18.11.2020 10:03;10:00;1,38;NULL;Opoczno;50,96149445;21,28065872;50,973496;21,2854262
T993431811;250844824;Rogelio Mathis;Customer 2999;delivery;D;delivered;8;1;NULL;18.11.2020 10:44;10:30;0,24;1;Opoczno;51,01204681;21,44076157;51,0099777;21,4395932
T993431811;250521569;Rogelio Mathis;Customer 1199;delivery;D;delivered;8;1;NULL;18.11.2020 10:23;10:00;0,03;1;Opoczno;50,93382645;21,3940506;50,9336659;21,3943608
T993431811;250572986;Rogelio Mathis;Customer 1949;delivery;D;delivered;8;NULL;NULL;18.11.2020 11:21;11:00;0,09;1;Opoczno;50,93954086;21,43802261;50,9392713;21,436794
T993431811;250645095;Rogelio Mathis;Customer 335;delivery;D;delivered;8;1;1;18.11.2020 09:52;09:30;5,29;NULL;Opoczno;50,96854019;21,22259521;50,9640855;21,2975597
T993431811;250352825;Rogelio Mathis;Customer 5628;delivery;D;delivered;8;NULL;1;18.11.2020 11:39;11:30;0,11;NULL;Opoczno;50,88790894;21,53635788;50,8870321;21,5355408
T993431811;250530946;Rogelio Mathis;Customer 556;delivery;D;delivered;8;1;NULL;18.11.2020 12:09;12:00;5,3;NULL;Opoczno;50,73571777;21,78914642;50,7533067;21,7194152
T997266672;250447388; Emilio Francis;Customer 416;delivery;D;delivered;9;1;NULL;18.11.2020 10:00;09:30;0,77;NULL;Opoczno;50,88661194;20,63570404;50,8923236;20,629422
T997266672;250493854; Emilio Francis;Customer 3348;delivery;D;delivered;9;NULL;1;18.11.2020 14:30;14:00;0,41;NULL;Opoczno;50,88833237;20,66968918;50,8864816;20,664671
T994867091;250343148; Bernard Benson;Customer 3939;pickup;P;delivered;3;NULL;1;18.11.2020 12:37;12:30;1,47;NULL;Opoczno;51,2011795;20,41931534;51,18894106;20,42736612
T994150427;250282911; Mario Snyder;Customer 204;pickup;P;not delivered;11;NULL;NULL;18.11.2020 11:52;11:30;24,92;NULL;Gdynia;54,50797653;18,1227951;54,4326862;18,4847496
T994150427;250798566; Mario Snyder;Customer 3039;delivery;D;delivered;11;NULL;NULL;18.11.2020 11:52;11:30;11,76;NULL;Gdynia;54,49651718;18,34030914;54,4325711;18,4846472
T994150427;250896410; Mario Snyder;Customer 3139;delivery;D;delivered;11;NULL;NULL;18.11.2020 10:44;10:30;0,55;NULL;Gdynia;54,58307648;18,42689133;54,5781257;18,4261999
T994150427;250447114; Mario Snyder;Customer 4239;pickup;P;not delivered;11;1;1;18.11.2020 11:23;11:00;2,73;NULL;Gdynia;54,5346944;18,49619185;54,5581183;18,5089089
T994150427;250645093; Mario Snyder;Customer 1578;pickup;P;delivered;11;1;1;18.11.2020 12:54;12:30;2,84;NULL;Gdynia;54,33954239;18,64389038;54,348978;18,6845156
T994150427;250204806; Mario Snyder;Customer 2637;delivery;D;delivered;11;NULL;NULL;18.11.2020 11:16;11:00;0,52;NULL;Gdynia;54,59471064;18,48416514;54,5910139;18,4792003
T994150427;250640568; Mario Snyder;Customer 2250;delivery;D;not delivered;11;1;NULL;18.11.2020 10:05;10:00;7,32;NULL;Gdynia;54,56493759;18,4115181;54,5041773;18,3682695
T994150427;250624125; Mario Snyder;Customer 2830;delivery;D;delivered;11;NULL;NULL;18.11.2020 09:30;09:30;0,02;NULL;Gdynia;54,34536743;18,36513519;54,3455282;18,3650375
T994150427;250405566; Mario Snyder;Customer 3200;delivery;D;delivered;11;1;1;18.11.2020 11:16;11:00;0,08;1;Gdynia;54,59116745;18,4791832;54,5904981;18,4789722
T994150427;250294785; Mario Snyder;Customer 1578;pickup;P;delivered;11;NULL;1;18.11.2020 12:54;12:30;2,92;NULL;Gdynia;54,33954239;18,64389038;54,3489173;18,6858379
T994150427;250830372; Mario Snyder;Customer 4050;delivery;D;not delivered;11;NULL;1;18.11.2020 12:20;12:00;0,66;NULL;Gdynia;54,30488586;18,5430336;54,3057962;18,5530941
T997514998;250681684; Enrique Hunter;Customer 2982;pickup;P;delivered;6;NULL;1;18.11.2020 14:12;14:00;5,29;NULL;Warsaw;52,17361832;21,05496216;52,1513486;20,9867019
T997514998;250779690; Enrique Hunter;Customer 5390;pickup;P;delivered;6;1;1;18.11.2020 15:32;15:30;0,88;1;Warsaw;52,15975394;20,98638802;52,1518935;20,9874196
T997514998;250651009; Enrique Hunter;Customer 2981;pickup;P;delivered;6;NULL;1;18.11.2020 14:12;14:00;5,29;NULL;Warsaw;52,17361832;21,05496216;52,15129;20,9867922
T997514998;250515728; Enrique Hunter;Customer 1569;pickup;P;delivered;6;1;1;18.11.2020 14:12;14:00;5,29;1;Warsaw;52,17361832;21,05496216;52,1513134;20,986705
T997514998;250511732; Enrique Hunter;Customer 1569;pickup;P;delivered;6;NULL;1;18.11.2020 15:32;15:30;5,26;NULL;Warsaw;52,17361832;21,05496216;52,1510446;20,9874958
T997514998;250620996; Enrique Hunter;Customer 2067;pickup;P;delivered;6;NULL;1;18.11.2020 15:32;15:30;0,96;NULL;Warsaw;52,1572;20,98336;52,1490032;20,9876779
T996364764;250700404; Alfredo Graves;Customer 3118;delivery;D;delivered;18;1;NULL;18.11.2020 12:26;12:00;1,51;1;Gdynia;54,45798492;18,46825027;54,4560139;18,4451441
T996364764;250277770; Alfredo Graves;Customer 2557;pickup;P;delivered;18;NULL;1;18.11.2020 13:18;13:00;1,53;1;Gdynia;54,45887605;18,46430828;54,4700549;18,4780775
T996364764;250769371; Alfredo Graves;Customer 2557;pickup;P;delivered;18;NULL;1;18.11.2020 13:18;13:00;1,53;1;Gdynia;54,45887605;18,46430828;54,4700549;18,4780775
T996364764;250348314; Alfredo Graves;Customer 2557;pickup;P;delivered;18;NULL;NULL;18.11.2020 13:18;13:00;1,53;NULL;Gdynia;54,45887605;18,46430828;54,4700549;18,4780775
T996364764;250253603; Alfredo Graves;Customer 5496;pickup;P;delivered;18;NULL;NULL;18.11.2020 12:48;12:30;0,93;1;Gdynia;54,45501709;18,44481277;54,4572573;18,4586212
T996364764;250309821; Alfredo Graves;Customer 5231;delivery;D;delivered;18;1;1;18.11.2020 11:37;11:30;1,86;1;Gdynia;54,5415535;18,53906631;54,5482414;18,5127464
T996364764;250557937; Alfredo Graves;Customer 5231;delivery;D;delivered;18;NULL;1;18.11.2020 11:37;11:30;1,86;NULL;Gdynia;54,5415535;18,53906631;54,5482414;18,5127464
T996364764;250252265; Alfredo Graves;Customer 3053;pickup;P;delivered;18;1;1;18.11.2020 11:49;11:30;0,24;1;Gdynia;54,54816437;18,46770096;54,550356;18,4674885
T996364764;250672307; Alfredo Graves;Customer 2557;delivery;D;delivered;18;NULL;NULL;18.11.2020 13:18;13:00;1,53;NULL;Gdynia;54,45887605;18,46430828;54,4700549;18,4780775
T996364764;250629174; Alfredo Graves;Customer 1635;delivery;D;delivered;18;1;1;18.11.2020 11:20;11:00;3,36;NULL;Gdynia;54,53247343;18,54620458;54,5518739;18,5064449
T996364764;250418216; Alfredo Graves;Customer 3324;delivery;D;delivered;18;1;NULL;18.11.2020 11:03;11:00;7,33;1;Gdynia;54,47246933;18,50913239;54,5380319;18,4988064
T996364764;250451369; Alfredo Graves;Customer 5354;delivery;D;delivered;18;NULL;1;18.11.2020 10:13;10:00;0,38;NULL;Gdynia;54,4858284;18,43173218;54,4872712;18,426416
T996364764;250854638; Alfredo Graves;Customer 483;delivery;D;delivered;18;NULL;1;18.11.2020 10:48;10:30;7,96;1;Gdynia;54,49569074;18,41013876;54,5066333;18,5315057
T996364764;250336764; Alfredo Graves;Customer 3426;delivery;D;delivered;18;1;1;18.11.2020 11:03;11:00;4,79;NULL;Gdynia;54,50270844;18,53261948;54,5413804;18,5000596
T996364764;250540875; Alfredo Graves;Customer 989;delivery;D;delivered;18;NULL;NULL;18.11.2020 10:04;10:00;1,92;1;Gdynia;54,45798492;18,46825027;54,4716229;18,450198
T996364764;250574321; Alfredo Graves;Customer 3447;delivery;D;delivered;18;NULL;NULL;18.11.2020 11:03;11:00;4,76;1;Gdynia;54,50270844;18,53261948;54,5408008;18,4992799
T996364764;250913305; Alfredo Graves;Customer 3678;delivery;D;delivered;18;NULL;1;18.11.2020 11:03;11:00;4,36;1;Gdynia;54,5046196;18,53382874;54,5380319;18,4988064
T996364764;250544257; Alfredo Graves;Customer 5107;delivery;D;delivered;18;1;NULL;18.11.2020 09:54;09:30;0,13;NULL;Gdynia;54,45982361;18,45715332;54,45878;18,4581222
T992204429;250389376; Ramon Ferguson;Customer 49;delivery;D;delivered;19;1;1;18.11.2020 15:06;15:00;0,17;1;Szczecin;53,45192719;14,48417282;53,45043307;14,48395106
T996531022;250450166; Erick Frazier;Customer 875;pickup;P;delivered;25;NULL;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250735654; Erick Frazier;Customer 875;pickup;P;delivered;25;NULL;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250579964; Erick Frazier;Customer 875;pickup;P;delivered;25;1;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250524496; Erick Frazier;Customer 875;pickup;P;delivered;25;1;NULL;18.11.2020 13:28;13:00;0,22;NULL;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250731456; Erick Frazier;Customer 875;pickup;P;delivered;25;NULL;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250674000; Erick Frazier;Customer 875;pickup;P;delivered;25;NULL;1;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250597114; Erick Frazier;Customer 1398;delivery;D;delivered;25;NULL;1;18.11.2020 11:25;11:00;9,61;NULL;Gdynia;54,34529877;18,71855927;54,2901427;18,6050436
T996531022;250671969; Erick Frazier;Customer 3408;delivery;D;delivered;25;1;1;18.11.2020 11:59;11:30;0,31;1;Gdynia;54,37583923;18,51901627;54,3732319;18,5208037
T996531022;250476298; Erick Frazier;Customer 973;delivery;D;delivered;25;1;1;18.11.2020 12:32;12:30;3,08;1;Gdynia;54,36342239;18,46507263;54,3685765;18,5115938
T996531022;250920033; Erick Frazier;Customer 973;delivery;D;delivered;25;1;1;18.11.2020 12:32;12:30;3,08;1;Gdynia;54,36342239;18,46507263;54,3685765;18,5115938
T996531022;250435073; Erick Frazier;Customer 4906;pickup;P;delivered;25;NULL;1;18.11.2020 13:42;13:30;0,14;NULL;Gdynia;54,2451738;18,64233546;54,2463729;18,6427429
T996531022;250497542; Erick Frazier;Customer 4906;pickup;P;delivered;25;1;1;18.11.2020 13:42;13:30;0,19;1;Gdynia;54,2451738;18,64233546;54,2468235;18,6428355
T996531022;250305558; Erick Frazier;Customer 4906;pickup;P;delivered;25;NULL;1;18.11.2020 13:42;13:30;0,18;1;Gdynia;54,2451738;18,64233546;54,2467757;18,6428157
T996531022;250846459; Erick Frazier;Customer 875;pickup;P;delivered;25;1;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250427992; Erick Frazier;Customer 875;pickup;P;delivered;25;NULL;1;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250592220; Erick Frazier;Customer 875;pickup;P;delivered;25;1;NULL;18.11.2020 13:28;13:00;0,22;1;Gdynia;54,2474;18,6464;54,24695;18,6431252
T996531022;250263311; Erick Frazier;Customer 4906;pickup;P;delivered;25;1;1;18.11.2020 13:42;13:30;0,15;NULL;Gdynia;54,2451738;18,64233546;54,2464933;18,6427581
T996531022;250904955; Erick Frazier;Customer 3279;delivery;D;delivered;25;NULL;NULL;18.11.2020 11:59;11:30;0,29;NULL;Gdynia;54,37583923;18,51901627;54,3734442;18,5208423
T996531022;250205536; Erick Frazier;Customer 3279;delivery;D;delivered;25;1;NULL;18.11.2020 11:59;11:30;0,29;NULL;Gdynia;54,37583923;18,51901627;54,3734442;18,5208423
T996531022;250534899; Erick Frazier;Customer 3457;delivery;D;delivered;25;NULL;1;18.11.2020 11:59;11:30;0,21;NULL;Gdynia;54,37275696;18,51769257;54,3733961;18,5207393
T992948238;250338426; Wade Sullivan;Customer 3486;delivery;D;delivered;25;1;NULL;17.11.2020 15:21;15:00;0,27;NULL;Gdynia;54,37275696;18,51769257;54,3743827;18,5207324
T996531022;250338426; Erick Frazier;Customer 3486;delivery;D;delivered;25;1;NULL;18.11.2020 11:59;11:30;0,33;NULL;Gdynia;54,37275696;18,51769257;54,3726538;18,5228399
T998708739;250724294; Karl Lynch;Customer 4869;pickup;P;delivered;11;1;1;18.11.2020 13:46;13:30;2,09;NULL;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250300155; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;NULL;18.11.2020 13:46;13:30;2,09;NULL;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250969708; Karl Lynch;Customer 4869;pickup;P;delivered;11;1;NULL;18.11.2020 13:46;13:30;2,09;1;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250334108; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;NULL;18.11.2020 13:46;13:30;2,09;NULL;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250772753; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;NULL;18.11.2020 13:46;13:30;2,09;1;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250744553; Karl Lynch;Customer 4869;pickup;P;delivered;11;1;1;18.11.2020 13:46;13:30;2,09;1;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250613030; Karl Lynch;Customer 4869;pickup;P;delivered;11;1;1;18.11.2020 13:46;13:30;2,15;NULL;Poznan;52,43214417;16,78239822;52,4158456;16,765307
T998708739;250295517; Karl Lynch;Customer 4869;pickup;P;delivered;11;1;1;18.11.2020 13:46;13:30;2,11;NULL;Poznan;52,43214417;16,78239822;52,4160146;16,7660492
T998708739;250591485; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;1;18.11.2020 13:46;13:30;2,13;NULL;Poznan;52,43214417;16,78239822;52,4159442;16,7656948
T998708739;250561449; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;1;18.11.2020 13:46;13:30;2,09;NULL;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T998708739;250370303; Karl Lynch;Customer 4869;pickup;P;delivered;11;NULL;1;18.11.2020 13:46;13:30;2,09;NULL;Poznan;52,43214417;16,78239822;52,4160923;16,766398
T995042320;250860573;Roosevelt Morgan;Customer 2338;pickup;P;not delivered;30;NULL;1;18.11.2020 18:08;18:00;0,05;NULL;Poznan;52,39696884;16,72941208;52,3970963;16,7301252
T995042320;250743163;Roosevelt Morgan;Customer 2338;pickup;P;not delivered;30;1;1;18.11.2020 18:08;18:00;0,05;NULL;Poznan;52,39696884;16,72941208;52,3970963;16,7301252
T992653665;250242493; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250870592; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250277265; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250825110; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250214362; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;NULL;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250891059; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250622995; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;NULL;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250916103; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250238674; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250298146; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;NULL;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250988809; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;NULL;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250231843; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250347136; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250185643; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250613894; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250484757; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;1;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250901387; Spencer Harrison;Customer 614;pickup;P;delivered;24;1;1;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250595040; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;NULL;18.11.2020 16:17;16:00;39,81;NULL;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T992653665;250678000; Spencer Harrison;Customer 614;pickup;P;delivered;24;NULL;NULL;18.11.2020 16:17;16:00;39,81;1;Wroclaw;51,33761787;16,62568283;51,035397;16,9304719
T994518427;250501235; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250288490; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250169240; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250965739; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250957555; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250405159; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250978282; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250703488; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250702535; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250463554; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250487632; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250728285; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250461405; Leo Frazier;Customer 4669;pickup;P;delivered;19;NULL;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250358742; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;NULL;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250807204; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T994518427;250770334; Leo Frazier;Customer 4669;pickup;P;delivered;19;1;1;18.11.2020 16:32;16:30;0,25;1;Poznan;52,37975477;16,58604406;52,3781487;16,588538
T998561676;250817440; Leonard Elliott;Customer 1728;delivery;D;delivered;13;1;NULL;17.11.2020 11:10;11:00;1,34;1;Cracow;50,13222504;20,11555481;50,1256062;20,0999765
T996421615;250590381; Roger Stephens;Customer 1919;pickup;P;delivered;20;NULL;NULL;17.11.2020 15:13;15:00;0,04;1;Cracow;49,84413147;19,71160889;49,8443215;19,711181
T996421615;250217350; Roger Stephens;Customer 1717;pickup;P;delivered;20;1;1;17.11.2020 14:40;14:30;0,14;NULL;Cracow;49,87841415;19,51487732;49,8784242;19,5129104
T996421615;250301067; Roger Stephens;Customer 5314;pickup;P;delivered;20;1;1;17.11.2020 15:49;15:30;4,03;NULL;Cracow;49,84214401;19,80249786;49,8783753;19,8011626
T996421615;250689942; Roger Stephens;Customer 5314;pickup;P;delivered;20;1;1;17.11.2020 15:49;15:30;4,03;NULL;Cracow;49,84214401;19,80249786;49,8783755;19,8011611
T996421615;250593657; Roger Stephens;Customer 5314;pickup;P;delivered;20;NULL;1;17.11.2020 15:49;15:30;4,04;NULL;Cracow;49,84214401;19,80249786;49,8784764;19,8015114
T996421615;250332227; Roger Stephens;Customer 5314;pickup;P;delivered;20;1;1;17.11.2020 15:49;15:30;4,03;NULL;Cracow;49,84214401;19,80249786;49,8783751;19,801164
T996421615;250204523; Roger Stephens;Customer 5314;pickup;P;delivered;20;1;NULL;17.11.2020 15:49;15:30;4,03;NULL;Cracow;49,84214401;19,80249786;49,8783753;19,8011625
T996421615;250852385; Roger Stephens;Customer 4457;delivery;D;delivered;20;1;1;17.11.2020 11:34;11:30;0,41;NULL;Cracow;49,86641579;19,6855554;49,866422;19,6798035
T996421615;250861122; Roger Stephens;Customer 3028;delivery;D;delivered;20;1;1;17.11.2020 10:21;10:00;0,05;NULL;Cracow;49,85086441;19,80091476;49,8513561;19,8009485
T996421615;250948854; Roger Stephens;Customer 5314;delivery;D;delivered;20;1;NULL;17.11.2020 15:37;15:30;4,03;NULL;Cracow;49,84214401;19,80249786;49,8783731;19,8011636
T996421615;250960152; Roger Stephens;Customer 1717;pickup;P;delivered;20;1;NULL;17.11.2020 14:39;14:30;0,14;NULL;Cracow;49,87841415;19,51487732;49,8784367;19,5129376
T996421615;250895283; Roger Stephens;Customer 1717;pickup;P;delivered;20;NULL;1;17.11.2020 14:39;14:30;0,14;NULL;Cracow;49,87841415;19,51487732;49,878449;19,5129653
T996421615;250449276; Roger Stephens;Customer 3591;delivery;D;delivered;20;NULL;NULL;17.11.2020 10:06;10:00;1,61;NULL;Cracow;49,86917496;19,76362228;49,8769805;19,7825149
T996421615;250752739; Roger Stephens;Customer 3820;delivery;D;delivered;20;1;NULL;17.11.2020 11:20;11:00;0,23;NULL;Cracow;49,87237902;19,68842593;49,8703404;19,6890085
T996421615;250898145; Roger Stephens;Customer 1279;pickup;P;delivered;20;NULL;NULL;17.11.2020 13:23;13:00;0,08;NULL;Cracow;49,8364383;19,38141661;49,8357283;19,3816541
T996421615;250973318; Roger Stephens;Customer 156;delivery;D;delivered;20;1;NULL;17.11.2020 11:47;11:30;0,78;NULL;Cracow;49,87205505;19,66620636;49,8784878;19,6620471
T996421615;250169505; Roger Stephens;Customer 786;delivery;D;delivered;20;NULL;NULL;17.11.2020 13:00;12:30;1,27;NULL;Cracow;49,88550949;19,34922028;49,8945278;19,3601261
T996421615;250541860; Roger Stephens;Customer 1680;delivery;D;delivered;20;NULL;NULL;17.11.2020 10:43;10:30;1,47;1;Cracow;49,84383011;19,7113266;49,8525457;19,6960197
T996421615;250378516; Roger Stephens;Customer 2245;delivery;D;delivered;20;NULL;NULL;17.11.2020 12:00;11:30;0,01;NULL;Cracow;49,87400818;19,66583252;49,8739587;19,6659732
T996421615;250625504; Roger Stephens;Customer 1687;delivery;D;delivered;20;1;NULL;17.11.2020 12:37;12:30;0,12;NULL;Cracow;49,88317871;19,50411224;49,8835439;19,505695
T994036586;250670636; Jorge Underwood;Customer 2136;delivery;D;delivered;30;1;1;17.11.2020 14:18;14:00;1,59;1;Cracow;49,62644958;20,08238983;49,6331861;20,0629698
T994036586;250671424; Jorge Underwood;Customer 3156;delivery;D;delivered;30;1;1;17.11.2020 14:59;14:30;1,32;1;Cracow;49,60916138;20,20320511;49,6141454;20,1865559
T994036586;250944609; Jorge Underwood;Customer 986;delivery;D;delivered;30;NULL;NULL;17.11.2020 11:36;11:30;0,16;1;Cracow;49,75244522;19,97623444;49,7533027;19,9744482
T994036586;250638396; Jorge Underwood;Customer 1516;delivery;D;delivered;30;1;1;17.11.2020 13:33;13:30;3,28;1;Cracow;49,60831833;19,95236588;49,6006662;19,9961905
T994036586;250422633; Jorge Underwood;Customer 3260;delivery;D;delivered;30;NULL;1;17.11.2020 14:05;14:00;2,42;1;Cracow;49,67020798;20,08286285;49,6494493;20,0730052
T994036586;250531360; Jorge Underwood;Customer 2146;delivery;D;delivered;30;1;NULL;17.11.2020 13:33;13:30;0,05;NULL;Cracow;49,6007843;19,99560165;49,6006659;19,9962063
T994036586;250486150; Jorge Underwood;Customer 784;delivery;D;delivered;30;NULL;1;17.11.2020 12:36;12:30;4,35;NULL;Cracow;49,61739349;19,89131546;49,579799;19,8749079
T994036586;250549331; Jorge Underwood;Customer 74;delivery;D;delivered;30;NULL;1;17.11.2020 13:33;13:30;6,41;1;Cracow;49,57746156;19,91501997;49,600659;19,9962068
T994036586;250220871; Jorge Underwood;Customer 1122;delivery;D;not delivered;30;1;1;17.11.2020 14:05;14:00;15,69;NULL;Cracow;49,56866837;19,89614487;49,650805;20,072693
